,title,commentCount,dislikeCount,likeCount,music_style,performer,viewCount,commentators_uniq,date
10941,Король и Шут - НОВАЯ ПЕСНЯ! [Репетиция концерта 25 марта],161.0,41.0,1928.0,rock,король_и_шут,241430.0,108.0,2010-03-20
10942,"Король и Шут - На Краю (LIVE 4.10.2013, Астрахань)",52.0,4.0,556.0,rock,король_и_шут,36425.0,46.0,2013-10-06
10943,Король и Шут - На Краю (Live) 1080p,3014.0,912.0,30806.0,rock,король_и_шут,2926003.0,1560.0,2014-02-13
10944,Король и Шут - На краю (Live),413.0,89.0,3284.0,rock,король_и_шут,308145.0,225.0,2014-02-11
10945,"Король и Шут - Отражение (ДК Ленсовета, 03.12.2010)",4.0,1.0,73.0,rock,король_и_шут,6754.0,4.0,2010-12-07
10946,"Король и Шут - Отражение (Ростов-на-Дону, 17.12.2010)",6.0,0.0,110.0,rock,король_и_шут,16356.0,3.0,2010-12-20
10947,"Король и Шут - Отражение (СДК МАИ, 25.12.2010)",1.0,0.0,35.0,rock,король_и_шут,2901.0,1.0,2010-12-28
10948,Король и Шут - Охотник,67.0,28.0,1192.0,rock,король_и_шут,218585.0,45.0,2008-09-29
10949,"Король и Шут - Охотник (СДК МАИ, 25.12.2010)",2.0,0.0,33.0,rock,король_и_шут,6025.0,2.0,2010-12-28
10950,"Король и Шут - Паника в селе (Космонавт, 30.12.2010)",2.0,0.0,53.0,rock,король_и_шут,5166.0,2.0,2011-01-02
10951,"Король и Шут - Писатель Гудвин (Вологда, 30.09.2010)",10.0,2.0,81.0,rock,король_и_шут,8710.0,7.0,2010-10-04
10952,"Король и Шут - Проклятый Старый Дом (Arena Moscow, 28.11.2010)",12.0,2.0,159.0,rock,король_и_шут,31078.0,12.0,2010-11-30
10953,"Король и Шут - Проклятый старый дом (ДК Ленсовета, 03.12.2010)",5.0,0.0,61.0,rock,король_и_шут,5315.0,4.0,2010-12-07
10954,"Король и Шут - Прыгну со скалы (Arena Moscow, 28.11.2010)",25.0,20.0,299.0,rock,король_и_шут,86519.0,20.0,2010-11-30
10955,"Король и Шут - Прыгну со скалы (ДК Ленсовета, 03.12.2010)",3.0,0.0,58.0,rock,король_и_шут,5508.0,3.0,2010-12-06
10956,"Король и Шут - Прыгну со скалы (СДК МАИ, 25.12.2010)",2.0,0.0,37.0,rock,король_и_шут,6013.0,2.0,2010-12-28
10957,"Король и Шут - Ром (Arena Moscow, 28.11.2010)",5.0,0.0,63.0,rock,король_и_шут,11523.0,4.0,2010-12-01
10958,"Король и Шут - Ром (СДК МАИ, 25.12.2010)",4.0,1.0,51.0,rock,король_и_шут,21431.0,3.0,2010-12-28
10959,Король и Шут - Садовник,486.0,147.0,5182.0,rock,король_и_шут,913062.0,240.0,2008-09-29
10960,"Король и Шут - Северный Флот (СДК МАИ, 25.12.2010)",8.0,6.0,150.0,rock,король_и_шут,52796.0,8.0,2010-12-28
10961,"Король и Шут - Следи за собой (КИНОпробы, live)",86.0,42.0,591.0,rock,король_и_шут,76769.0,68.0,2008-09-29
10962,"Король и Шут - Следи за собой (СК Олимпийский, 07.10.2010)",5.0,0.0,25.0,rock,король_и_шут,4345.0,2.0,2010-10-13
10963,Король и Шут - Танец Злобного Гения (live Нашествие 2010),1670.0,1086.0,24202.0,rock,король_и_шут,5705083.0,861.0,2010-11-10
10964,"Король и Шут - Танец Злобного Гения (Зал Ожидания, 25.03.2010)",7.0,4.0,123.0,rock,король_и_шут,22909.0,5.0,2010-03-31
10965,"Король и Шут - Танец Злобного Гения (Космонавт, 30.12.2010)",10.0,0.0,111.0,rock,король_и_шут,7156.0,8.0,2011-01-02
10966,"Король и Шут - Танец Злобного Гения (СДК МАИ, 25.12.2010)",4.0,0.0,27.0,rock,король_и_шут,5220.0,4.0,2010-12-28
10967,"Король и Шут - Танец Злобного Гения (СК Олимпийский, Чартова Дюжина, 07.03.2010)",2.0,0.0,60.0,rock,король_и_шут,6106.0,2.0,2010-03-08
10968,"Король и Шут - Театральный Демон (ДК Ленсовета, 03.12.2010)",18.0,4.0,184.0,rock,король_и_шут,38910.0,17.0,2010-12-05
10969,"Король и Шут - Театральный Демон (Киев, 25.02.2011)",0.0,0.0,39.0,rock,король_и_шут,4994.0,,2011-03-02
10970,Король и Шут - Тринадцатая рана,1210.0,570.0,10753.0,rock,король_и_шут,806803.0,396.0,2014-08-08
10971,"Король и Шут - Тяни (ДК Ленсовета, 03.12.2010)",4.0,4.0,46.0,rock,король_и_шут,9548.0,4.0,2010-12-07
10972,"Король и Шут - Тяни! (Казань, 14.02.2011)",28.0,8.0,414.0,rock,король_и_шут,79137.0,23.0,2011-02-17
10973,"Король и Шут - Тяни! (Киев, 25.02.2011)",2.0,0.0,74.0,rock,король_и_шут,6794.0,2.0,2011-03-02
10974,"Король и Шут - Тёмный Учитель (ДК Ленсовета, 03.12.2010)",11.0,2.0,164.0,rock,король_и_шут,20572.0,9.0,2010-12-07
10975,"Король и Шут - Фокусник (ДК Ленсовета, 03.12.2010)",3.0,0.0,43.0,rock,король_и_шут,4734.0,3.0,2010-12-07
10976,"Король и Шут - Фокусник (Зал Ожидания, 25.03.2010)",9.0,3.0,121.0,rock,король_и_шут,40899.0,9.0,2010-03-31
10977,"Король и Шут - Фокусник (СДК МАИ, 25.12.2010)",2.0,1.0,20.0,rock,король_и_шут,3443.0,2.0,2010-12-28
10978,"Король и Шут - Шар Голубой (СК Олимпийский, Чартова Дюжина, 07.03.2010)",3.0,0.0,8.0,rock,король_и_шут,1601.0,2.0,2010-03-08
10979,"Король и Шут - Энди Кауфман (Киев, 25.02.2011)",0.0,1.0,78.0,rock,король_и_шут,6984.0,,2011-03-02
10980,Король и Шут - запись альбома зонг-оперы «TODD» (часть 1),58.0,25.0,898.0,rock,король_и_шут,141318.0,44.0,2011-09-14
10981,Король и Шут - концерт в Харькове (28.10.2011),81.0,12.0,487.0,rock,король_и_шут,83434.0,57.0,2011-11-03
10982,Король и Шут - приглашение на Новогодние Концерты (2011),16.0,4.0,113.0,rock,король_и_шут,13151.0,13.0,2011-12-17
10983,Король и Шут - репортаж с концерта в Белгороде (10.09.2011),40.0,8.0,175.0,rock,король_и_шут,22642.0,34.0,2011-09-17
10984,Король и Шут - трейлер к «Чартовой Дюжине. ТОP-13»,32.0,3.0,302.0,rock,король_и_шут,30122.0,29.0,2012-02-17
10985,Король и Шут 9 октября 2009,3.0,1.0,31.0,rock,король_и_шут,4552.0,4.0,2009-10-12
10986,Король и Шут в Казани (14.02.2011 - КСК «Уникс»),3.0,2.0,18.0,rock,король_и_шут,6735.0,3.0,2011-02-05
10987,Король и Шут в Киеве (29.10.2011) | сюжет Music Box UA,22.0,2.0,87.0,rock,король_и_шут,13513.0,19.0,2011-11-17
10988,Король и Шут в Орле и Брянске. Видеоотчет,1.0,0.0,22.0,rock,король_и_шут,4056.0,1.0,2009-11-09
10989,Король и Шут в Самаре - Репортаж (16.02.2011),51.0,8.0,424.0,rock,король_и_шут,22237.0,30.0,2011-03-12
10990,"Король и Шут в Челябинске (репортаж канала СТС, 08.11.2010)",3.0,2.0,82.0,rock,король_и_шут,12072.0,3.0,2011-03-02
10991,Король и Шут в клубе «Космонавт» (30.12.2010),3.0,0.0,50.0,rock,король_и_шут,6955.0,3.0,2011-01-01
10992,"Король и Шут в клубе «Космонавт» (саундчек, 16.12.2011)",20.0,3.0,122.0,rock,король_и_шут,15716.0,17.0,2011-12-23
10993,Король и Шут и Ляпис Трубецкой на Чартовой Дюжине,76.0,21.0,1009.0,rock,король_и_шут,167666.0,59.0,2011-03-12
10994,"Король и Шут — 20-летие «Акустического альбома» (19.07.2019, Питер, СК «Юбилейный»), 16+",10.0,13.0,131.0,rock,король_и_шут,10234.0,,2019-01-20
10995,"Король и Шут — 20-летие «Акустического альбома» (7.08.2019, Москва, Adrenaline Stadium), 16+",38.0,27.0,291.0,rock,король_и_шут,14083.0,,2019-01-20
10996,Король и шут СКК 19.07.2018,22.0,9.0,258.0,rock,король_и_шут,4694.0,19.0,2018-07-24
10997,Кортнев и Багдасаров читают «Золотого телёнка»,2.0,0.0,20.0,rock,несчастный_случай,864.0,2.0,2011-04-11
10998,Кортнев и Пельш - О погоде,0.0,1.0,38.0,rock,несчастный_случай,4638.0,,2011-04-08
10999,Коса цивилизаций,0.0,0.0,13.0,rock,гражданская_оборона,1548.0,,2017-11-10
11000,Космос,2.0,7.0,82.0,rock,ленинград,13167.0,1.0,2015-02-07
11001,Кострома и Иваново: соло Макса на барабанах и прикрытие Бори,23.0,10.0,736.0,rock,би_2,19922.0,,2017-10-13
11002,Костя Цзю поддержал БлагЗабег,0.0,0.0,3.0,popsa,темникова,178.0,,2014-09-04
11003,Кот кота (Вот и вся любовь). Гитарные секреты альбома МОРСКАЯ группы Мумий Тролль,8.0,6.0,146.0,rock,мумий_тролль,9163.0,6.0,2017-03-19
11004,Кочегарка,0.0,0.0,9.0,shanson,бутырка,909.0,,2018-06-21
11005,Кочегарка,0.0,0.0,9.0,shanson,бутырка,1177.0,,2018-06-21
11006,Кошка,0.0,2.0,12.0,rock,агата_кристи,1108.0,,2018-05-15
11007,Кошки,0.0,0.0,1.0,estrada,пугачёва,165.0,,2018-03-01
11008,Кошки академика Павлова ­ Белочка,0.0,0.0,2.0,rock,несчастный_случай,117.0,,2018-05-27
11009,Кошки поют - Кошачья версия песни План Ломоносова,11.0,1.0,87.0,rock,план ломоносова,1430.0,7.0,2017-07-21
11010,Кошмар Эвридики,4.0,12.0,87.0,rap,noizemc,9930.0,3.0,2018-06-01
11011,Кошмары,0.0,1.0,11.0,rock,кукрыниксы,781.0,,2018-03-02
11012,Кравц ft. Баста - Давай Зажигать,632.0,2687.0,10557.0,rap,gazgolder,1166298.0,444.0,2016-12-13
11013,"Кравц ft. Словетский, Дядя Серёжа - Всем Своим",481.0,682.0,6304.0,rap,gazgolder,1128516.0,393.0,2012-09-20
11014,Краденые встречи,0.0,0.0,3.0,shanson,воровайки,330.0,,2018-08-22
11015,Крайние меры,0.0,0.0,24.0,rock,кукрыниксы,1025.0,,2018-03-02
11016,"Кранты. Кино, которого не будет",0.0,0.0,0.0,rock,несчастный_случай,151.0,,2018-05-24
11017,Красавец-мерзавец,1.0,7.0,53.0,rock,король_и_шут,6226.0,,2018-08-20
11018,Красавица и Чудовище   Киркоров & Быстрова,0.0,0.0,35.0,estrada,киркоров,3595.0,,2010-01-09
11019,Красавчик (Acoustic Version) (Live),0.0,1.0,4.0,shanson,михаил_круг,802.0,,2018-06-26
11020,Красивая музыка флейты и пианино (relax),59.0,88.0,1456.0,classic,classical_channel,330109.0,48.0,2015-05-20
11021,Красивая музыка фортепиано (3 часа релаксации),41.0,171.0,1448.0,classic,classical_channel,307945.0,31.0,2015-05-15
11022,"Красивая песня о любви!!Маша Зайцева/Маша Шейх ""Теперь нас двое"".",4.0,11.0,193.0,popsa,2маши,18483.0,1.0,2015-07-20
11023,Красивая песня про Маму ..,50.0,138.0,1366.0,popsa,2маши,272038.0,23.0,2017-02-16
11024,Красиво,0.0,2.0,2.0,indi,cбпч,427.0,,2016-09-09
11025,Красная девятка,0.0,2.0,37.0,indi,rsac,1891.0,,2016-02-07
11026,Красная книга,0.0,0.0,4.0,estrada,газманов,247.0,,2015-04-10
11027,Красная роза,0.0,1.0,2.0,popsa,ёлка,243.0,,2018-11-12
11028,Красная смородина,4.0,180.0,1082.0,rock,ленинград,75731.0,4.0,2015-09-13
11029,Красная шапочка,0.0,4.0,35.0,rock,агата_кристи,2980.0,,2018-05-15
11030,Красная шапочка (Gothic House Version 2006),0.0,1.0,12.0,rock,агата_кристи,1711.0,,2018-05-15
11031,Красно-Жёлтые дни,3.0,49.0,412.0,rock,кино,48216.0,2.0,2018-03-19
11032,Краснодар,0.0,0.0,2.0,rock,смысловые_галлюцинации,359.0,,2018-10-12
11033,Краснодар (Выступление) - TEMNIKOVA TOUR 17/18 (Елена Темникова),22.0,18.0,289.0,popsa,темникова,15916.0,8.0,2017-12-14
11034,Краснодар - Бэкстейдж - TEMNIKOVA TOUR '19,32.0,8.0,231.0,popsa,темникова,1912.0,,2019-03-15
11035,"Краснодар, 15.03.12",6.0,1.0,17.0,rock,ария,5071.0,6.0,2012-03-20
11036,Красное знамя,0.0,0.0,4.0,rock,гражданская_оборона,344.0,,2018-08-17
11037,Краснознаменная Дивизия Им. Моей Бабушки - Рождество,2.0,17.0,87.0,indi,краснознаменная_дивизия_имени_моей_бабушки,7665.0,2.0,2012-10-11
11038,Краснознаменная Дивизия Имени Моей Бабушки - Ирис,81.0,23.0,1089.0,indi,краснознаменная_дивизия_имени_моей_бабушки,34874.0,65.0,2018-01-13
11039,Краснознаменная Дивизия Имени Моей Бабушки - Мы Хотим Танцевать (Кино cover),103.0,90.0,1590.0,indi,краснознаменная_дивизия_имени_моей_бабушки,85295.0,74.0,2017-06-27
11040,Краснознаменная Дивизия Имени Моей Бабушки - Home (LCD soundsystem cover),1.0,3.0,20.0,indi,краснознаменная_дивизия_имени_моей_бабушки,2377.0,1.0,2015-07-12
11041,Краснознаменная Дивизия Имени Моей Бабушки - Тостер,21.0,14.0,616.0,indi,краснознаменная_дивизия_имени_моей_бабушки,37834.0,16.0,2013-04-13
11042,Краснознаменная Дивизия Имени Моей Бабушки на PLAINSTOCK2009,0.0,1.0,3.0,indi,краснознаменная_дивизия_имени_моей_бабушки,526.0,,2009-11-20
11043,Краснознаменная Дивизия Имени Моей бабушки - Трубный бит,36.0,23.0,739.0,indi,краснознаменная_дивизия_имени_моей_бабушки,48305.0,29.0,2016-11-22
11044,Краснознаменная Дивизия им. Моей Бабушки - Астронавты,14.0,15.0,429.0,indi,краснознаменная_дивизия_имени_моей_бабушки,37405.0,,2012-03-06
11045,Краснознаменная дивизия имени моей бабушки - Кики,10.0,4.0,121.0,indi,краснознаменная_дивизия_имени_моей_бабушки,6617.0,3.0,2017-03-22
11046,Краснознаменная дивизия имени моей бабушки - Кики (live@Fassbinder 2016),13.0,5.0,305.0,indi,краснознаменная_дивизия_имени_моей_бабушки,13127.0,9.0,2017-03-08
11047,Краснознаменная дивизия имени моей бабушки - Концерт в Фассбиндере,6.0,3.0,120.0,indi,краснознаменная_дивизия_имени_моей_бабушки,4659.0,5.0,2017-03-03
11048,Краснознаменная дивизия имени моей бабушки - Метатрип,19.0,3.0,197.0,indi,краснознаменная_дивизия_имени_моей_бабушки,4824.0,14.0,2017-08-19
11049,Краснознаменная дивизия имени моей бабушки - Оса (live@Fassbinder 2016),1.0,4.0,38.0,indi,краснознаменная_дивизия_имени_моей_бабушки,1992.0,1.0,2017-03-08
11050,Краснознаменная дивизия имени моей бабушки - Песочница (live с фестиваля КРОВЬ С МОЛОКОМ),21.0,5.0,192.0,indi,краснознаменная_дивизия_имени_моей_бабушки,4657.0,11.0,2018-09-16
11051,Краснознаменная дивизия имени моей бабушки - Саундчек (live@Fassbinder 2016),0.0,3.0,23.0,indi,краснознаменная_дивизия_имени_моей_бабушки,1143.0,,2017-03-08
11052,Краснознаменная дивизия имени моей бабушки - Таити (lIve с фестиваля КРОВЬ С МОЛОКОМ),8.0,5.0,110.0,indi,краснознаменная_дивизия_имени_моей_бабушки,2874.0,4.0,2018-09-16
11053,"Краснознаменная дивизия имени моей бабушки - Таня, Саша и Съю (live@Fassbinder 2016)",1.0,2.0,37.0,indi,краснознаменная_дивизия_имени_моей_бабушки,1865.0,1.0,2017-03-08
11054,Краснознаменная дивизия имени моей бабушки - Точка,10.0,7.0,234.0,indi,краснознаменная_дивизия_имени_моей_бабушки,9858.0,9.0,2017-03-30
11055,Краснознаменная дивизия имени моей бабушки – Последнее лето детства,212.0,90.0,1819.0,indi,краснознаменная_дивизия_имени_моей_бабушки,69590.0,114.0,2018-10-11
11056,"Красноярск, Новосибирск - Елена Темникова (Максимилианс, 19-20 апреля)",0.0,36.0,584.0,popsa,темникова,42233.0,,2017-04-24
11057,Красные карманы,0.0,0.0,22.0,shanson,михаил_круг,2219.0,,2018-06-21
11058,Красные карманы (Live),0.0,0.0,2.0,shanson,михаил_круг,187.0,,2018-06-26
11059,Красный день,0.0,1.0,34.0,indi,электрофорез,1017.0,,2018-03-06
11060,Красный конь,0.0,0.0,3.0,rock,гражданская_оборона,455.0,,2019-01-23
11061,Красный петух,0.0,2.0,2.0,rock,агата_кристи,889.0,,2018-05-15
11062,Красота,2.0,6.0,26.0,rock,ленинград,4177.0,1.0,2015-02-07
11063,Красота,6.0,11.0,102.0,rock,земфира,7592.0,1.0,2018-01-27
11064,Красота И Сила,95.0,326.0,2452.0,indi,ic3peak,133874.0,15.0,2018-09-08
11065,Края,0.0,2.0,1.0,indi,cбпч,146.0,,2015-10-19
11066,Кредит,1.0,126.0,515.0,rock,ленинград,38107.0,,2015-02-06
11067,Крепчаем,0.0,3.0,65.0,rock,гражданская_оборона,3988.0,,2017-11-10
11068,Крестовый поход птиц,3.0,16.0,102.0,rock,гребенщиков,8300.0,,2018-02-16
11069,Кресты,0.0,1.0,8.0,shanson,бутырка,1631.0,,2018-06-21
11070,Кризис (Иначе),0.0,2.0,12.0,rock,ддт,487.0,,2016-09-09
11071,Кризис Крайст Суперстар,0.0,1.0,17.0,rock,louna,1380.0,,2018-05-25
11072,Кризис Момента (Вопрос к Президенту),11.0,3.0,97.0,indi,женя_любич,5244.0,7.0,2012-09-14
11073,Кризис момента,0.0,0.0,1.0,indi,женя_любич,149.0,,2015-03-18
11074,Крик моей души,2.0,2.0,56.0,popsa,билан,5170.0,2.0,2018-05-16
11075,Криминал,0.0,0.0,15.0,estrada,лепс,930.0,,2018-10-13
11076,Криминалист,0.0,0.0,13.0,shanson,бутырка,1078.0,,2018-06-21
11077,Кристалл,0.0,1.0,11.0,indi,cбпч,1442.0,,2018-04-02
11078,Кристиан,0.0,0.0,1.0,estrada,пугачёва,99.0,,2018-06-14
11079,"Кристина Орбакайте ""Дельфин и русалка"" // Творческий вечер ""Миллион красивых женщин""",4.0,8.0,37.0,estrada,николаев,5228.0,,2016-05-21
11080,"Кристина Орбакайте ""Поговорим""",5.0,49.0,631.0,estrada,николаев,365724.0,4.0,2010-07-19
11081,Кристина Орбакайте - Крылья // Новая Волна 2014 // ПРЕМЬЕРА,7.0,29.0,297.0,estrada,николаев,100139.0,5.0,2014-07-29
11082,Кровь за Кровь 25 лет. Санкт-Петербург,3.0,0.0,107.0,rock,ария,6858.0,2.0,2016-11-04
11083,Кровь за кровь,1.0,26.0,325.0,rock,ария,21584.0,,2018-05-23
11084,Кровь королей (Live),1.0,9.0,46.0,rock,ария,3615.0,,2016-04-29
11085,Кролики,0.0,0.0,11.0,rock,гражданская_оборона,1106.0,,2018-06-13
11086,Крошка,1.0,2.0,11.0,rock,агата_кристи,1423.0,1.0,2018-05-15
11087,Крошка-Тузик,0.0,0.0,6.0,shanson,воровайки,704.0,,2018-08-06
11088,Круг   Владимирский централ,0.0,0.0,2.0,shanson,михаил_круг,358.0,,2012-10-13
11089,Круг Владимирский централ ( кавер ),1.0,0.0,3.0,shanson,михаил_круг,431.0,1.0,2012-02-07
11090,Круг Михаил - У каких ворот,88.0,74.0,1709.0,shanson,михаил_круг,444476.0,61.0,2010-02-21
11091,"Круг- ""Это было вчера..""",1.0,3.0,46.0,shanson,михаил_круг,20300.0,1.0,2011-05-01
11092,Круглые и опиаты,0.0,0.0,7.0,indi,rsac,283.0,,2017-10-10
11093,Крылатые качели),0.0,3.0,30.0,classic,classical_channel,2200.0,,2015-07-16
11094,Крымский мост,1.0,2.0,25.0,estrada,газманов,2152.0,,2018-05-13
11095,Крыса (Единочество. Часть I),0.0,2.0,4.0,rock,ддт,531.0,,2016-09-09
11096,Крысолов,0.0,0.0,1.0,estrada,пугачёва,285.0,,2018-06-14
11097,Крысолов,0.0,1.0,2.0,estrada,пугачёва,101.0,,2014-12-12
11098,Крысы в белых перчатках,1.0,3.0,10.0,rock,агата_кристи,452.0,1.0,2018-06-14
11099,"Крыша пылает (Паш, ты всё?)",0.0,0.0,4.0,indi,rsac,222.0,,2017-10-10
11100,Ксения Мазлова,,26.0,17.0,popsa,макsим,694.0,,2015-07-07
11101,Кто По Ночам Мечтает!? (Remix DJ Lenar),0.0,0.0,0.0,popsa,ёлка,15.0,,2017-07-22
11102,Кто Ты?,0.0,3.0,72.0,rock,ария,3142.0,,2018-05-27
11103,Кто ищет смысл,1.0,0.0,21.0,rock,гражданская_оборона,1149.0,,2018-08-17
11104,Кто кого?,1.0,6.0,77.0,rap,noizemc,8216.0,1.0,2018-06-01
11105,Кто сдохнет первым,0.0,2.0,6.0,rock,гражданская_оборона,757.0,,2018-08-17
11106,Кто сдохнет первым,0.0,0.0,12.0,rock,гражданская_оборона,460.0,,2018-06-13
11107,Кто сдохнет первым,5.0,0.0,75.0,rock,летов,5271.0,,2017-11-10
11108,Кто сильнее — тот и прав,0.0,0.0,8.0,rock,гражданская_оборона,573.0,,2018-06-13
11109,Кто сильнее — тот и прав,0.0,0.0,8.0,rock,гражданская_оборона,497.0,,2018-06-13
11110,Кто такая КЛАВА КОКА? / 30 фактов обо мне в песнях,939.0,264.0,18646.0,popsa,кока,318272.0,809.0,2017-01-14
11111,Кто такой (Демон),0.0,0.0,5.0,shanson,воровайки,365.0,,2018-04-10
11112,Кто такой Филипп Киркоров,0.0,1.0,3.0,estrada,киркоров,317.0,,2018-05-15
11113,Кто тот герой?,2.0,27.0,190.0,rap,noizemc,23481.0,1.0,2018-06-01
11114,Кто украл мою звезду,0.0,30.0,153.0,rock,агата_кристи,13769.0,,2018-08-01
11115,"Кто, если не мы?",0.0,0.0,4.0,rock,louna,674.0,,2018-03-02
11116,Кто-то,0.0,2.0,2.0,indi,cбпч,146.0,,2015-10-19
11117,Кубики,0.0,1.0,21.0,shanson,шуфутинский,825.0,,2016-04-27
11118,Куда,0.0,3.0,0.0,rock,чичерина,149.0,,2018-05-15
11119,Куда Terry потратит 5 ЛЯМОВ / Какие девушки нравятся DanyMuse / Любятинка в Black Star?,2133.0,440.0,23416.0,popsa,кока,785920.0,915.0,2018-06-08
11120,Куда мы есть,0.0,0.0,8.0,rock,гражданская_оборона,1158.0,,2018-06-13
11121,Куда пропали звёзды,0.0,3.0,20.0,rock,чичерина,808.0,,2018-06-14
11122,Куда уехал цирк,0.0,0.0,5.0,estrada,пугачёва,244.0,,2018-03-01
11123,Куда уходит детство,0.0,0.0,5.0,estrada,пугачёва,99.0,,2018-06-15
11124,"Куда уходит детство (Из к/ф ""Фантазии Веснухина"")",0.0,2.0,50.0,estrada,пугачёва,1491.0,,2018-06-15
11125,Кукла,0.0,2.0,9.0,rock,чичерина,767.0,,2018-05-15
11126,Кукла Колдуна. FUZZ - 2006,6.0,4.0,76.0,rock,король_и_шут,17643.0,6.0,2008-10-10
11127,"Кукрыниксы   Кайф (""FROST FEST"" Питер, Аврора 3.01.2013)",0.0,0.0,7.0,rock,кукрыниксы,683.0,,2013-01-17
11128,Кукрыниксы  - Не беда  (Зал Ожидания 25.01.2013),0.0,0.0,52.0,rock,кукрыниксы,5436.0,,2013-01-29
11129,"Кукрыниксы ""Музыка""",2.0,0.0,9.0,rock,кукрыниксы,1046.0,,2010-04-14
11130,Кукрыниксы (Юрмала 2006) (скрипка Каспер),1.0,0.0,18.0,rock,кукрыниксы,1818.0,,2012-06-22
11131,Кукрыниксы -  Весь этот рок,5.0,2.0,43.0,rock,кукрыниксы,4302.0,4.0,2011-02-05
11132,Кукрыниксы -  Проклятый старый дом  «Arena Moscow» 15 лет,329.0,101.0,3429.0,rock,кукрыниксы,375581.0,166.0,2013-11-03
11133,"Кукрыниксы - ""Myself"" тур 2011 (часть 1)",0.0,0.0,15.0,rock,кукрыниксы,3004.0,,2011-11-27
11134,"Кукрыниксы - 15.02.2013 клуб ""Б2"" (любительская съёмка 3Cam720HD )",4.0,0.0,25.0,rock,кукрыниксы,1970.0,4.0,2013-03-07
11135,Кукрыниксы - Ray Just Arena 20.07.14 + ЮГ,4.0,1.0,63.0,rock,кукрыниксы,4348.0,3.0,2014-09-18
11136,Кукрыниксы - SOS   (Зал Ожидания 25.01.2013),0.0,1.0,8.0,rock,кукрыниксы,571.0,,2013-01-29
11137,Кукрыниксы - SOS (Колпино 25.08.2012),0.0,0.0,9.0,rock,кукрыниксы,1014.0,,2012-08-30
11138,"Кукрыниксы - Байк-фест ""Ночные Волки""",7.0,2.0,80.0,rock,кукрыниксы,6300.0,4.0,2012-12-23
11139,Кукрыниксы - Вертикаль,9.0,8.0,407.0,rock,кукрыниксы,56060.0,5.0,2012-05-20
11140,Кукрыниксы - Время (фотоальбом),7.0,7.0,94.0,rock,кукрыниксы,19747.0,5.0,2012-05-18
11141,Кукрыниксы - Всадники Света (Тюмень 07.04.2013) МоёTV,3.0,1.0,46.0,rock,кукрыниксы,3828.0,3.0,2013-04-20
11142,Кукрыниксы - Всадники Света.  (Зал Ожидания 25.01.2013),0.0,0.0,12.0,rock,кукрыниксы,901.0,,2013-01-29
11143,Кукрыниксы - Герой   (Зал Ожидания 25.01.2013),1.0,0.0,14.0,rock,кукрыниксы,1414.0,1.0,2013-01-29
11144,Кукрыниксы - День Рождения,1.0,0.0,36.0,rock,кукрыниксы,6871.0,1.0,2010-04-14
11145,Кукрыниксы - Дорогая,469.0,379.0,8870.0,rock,кукрыниксы,1897907.0,285.0,2013-10-16
11146,Кукрыниксы - Дорогая   (Зал Ожидания 25.01.2013),2.0,0.0,39.0,rock,кукрыниксы,5456.0,2.0,2013-02-02
11147,"Кукрыниксы - Дорогая (24.05.2014, Москва, Главклуб)",6.0,4.0,237.0,rock,кукрыниксы,21370.0,6.0,2014-06-11
11148,Кукрыниксы - Дороги (30 мая 2013 года с участием Виктора Бастракова),6.0,1.0,149.0,rock,кукрыниксы,13194.0,4.0,2014-08-18
11149,"Кукрыниксы - Дороги (DVD ""MYSELF"")",1.0,0.0,41.0,rock,кукрыниксы,3491.0,1.0,2013-05-27
11150,Кукрыниксы - Есенин,65.0,34.0,1210.0,rock,кукрыниксы,210480.0,37.0,2011-05-12
11151,"Кукрыниксы - Есенин (""FROST FEST"" Питер, Аврора 3.01.2013)",1.0,2.0,16.0,rock,кукрыниксы,1584.0,,2013-01-17
11152,Кукрыниксы - Есенин (Live) HD1080,15.0,4.0,376.0,rock,кукрыниксы,27710.0,14.0,2014-05-04
11153,Кукрыниксы - Жизнь бывает разная   (Зал Ожидания 25.01.2013),1.0,0.0,22.0,rock,кукрыниксы,3044.0,,2013-01-29
11154,Кукрыниксы - Жизнь бывает разная (Тюмень 07.04.2013) МоёTV,4.0,1.0,40.0,rock,кукрыниксы,3236.0,4.0,2013-04-20
11155,"Кукрыниксы - З.Л.О (Москва 8.12.12 / клуб ""Б2"")",0.0,0.0,3.0,rock,кукрыниксы,507.0,,2013-02-03
11156,Кукрыниксы - З.Л.О. (ost одноимённого романа Антона Соя),10.0,5.0,314.0,rock,кукрыниксы,42718.0,,2012-05-18
11157,Кукрыниксы - ЗЛО  - Фестиваль «Мото-Малоярославец 2014»,5.0,1.0,116.0,rock,кукрыниксы,7581.0,5.0,2014-07-11
11158,Кукрыниксы - Звезда,21.0,40.0,1106.0,rock,кукрыниксы,123254.0,15.0,2012-05-20
11159,Кукрыниксы - Звезда (Колпино 25.08.2012),13.0,1.0,42.0,rock,кукрыниксы,8258.0,7.0,2012-08-30
11160,Кукрыниксы - Звезда (Тюмень 07.04.2013) МоёTV,0.0,0.0,18.0,rock,кукрыниксы,1170.0,,2013-04-20
11161,"Кукрыниксы - Здесь и Сейчас (""MYSELF"" Москва 30.03.2012)",0.0,0.0,4.0,rock,кукрыниксы,1178.0,,2012-05-05
11162,Кукрыниксы - Зло  (Зал Ожидания 25.01.2013),0.0,0.0,26.0,rock,кукрыниксы,2612.0,,2013-01-29
